time_ms,pointer,middle,ring,ecg
2449,912,911,351,269
2459,902,912,292,518
2468,910,912,265,491
2478,821,895,222,242
2488,718,903,245,724
2498,636,907,281,252
2508,580,903,318,647
2517,544,912,373,400
2527,517,912,390,370
2537,508,843,424,699
2547,488,752,432,247
2556,473,672,438,710
2566,479,615,451,390
2576,460,542,430,526
2586,454,491,418,641
2595,427,421,382,294
2605,424,383,363,801
2615,404,332,328,365
2625,371,275,276,680
2634,350,234,243,566
2644,315,181,201,424
2654,303,148,172,792
2664,276,105,135,350
2674,246,62,95,817
2683,233,32,75,521
2693,212,0,54,540
2703,182,0,44,790
2713,192,0,50,380
2722,191,0,46,848
2732,193,0,46,465
2742,189,0,40,703
2752,218,0,51,680
2761,226,0,49,413
2771,218,0,44,858
2781,221,0,45,364
2791,213,0,44,726
2800,212,0,40,497
2810,194,0,39,607
2820,208,0,42,919
2830,210,0,46,813
2840,217,0,54,884
2849,235,0,66,429
2859,224,0,66,491
2869,244,0,109,605
2879,262,0,140,292
2888,293,13,173,807
2898,310,52,196,326
2908,308,72,194,630
2918,317,105,212,501
2927,300,111,202,320
2937,294,132,209,754
2947,270,127,207,277
2957,294,169,233,688
12967,279,312,583,881
12977,260,295,471,433
12987,231,263,317,847
12997,215,241,180,536
13007,171,192,49,582
13016,146,159,27,824
13026,135,144,22,410
13036,144,148,22,880
13046,137,134,15,493
13055,153,141,14,708
13065,154,136,15,713
13075,150,124,12,422
13085,138,105,12,862
13094,143,105,13,457
13104,140,95,9,915
13114,144,94,11,920
13124,160,104,10,912
13133,179,116,12,922
13143,203,145,15,348
13153,206,151,11,771
13163,235,179,17,432
13173,240,187,18,598
13182,257,206,17,681
13192,266,227,23,326
13202,295,257,27,833
13212,321,285,34,369
13221,317,286,38,664
13231,314,284,49,537
13241,294,268,54,344
13251,295,275,94,813
13260,292,278,133,312
13270,324,314,197,718
13280,338,329,227,441
13290,338,330,244,470
13300,326,322,244,705
13309,298,294,230,300
13319,274,278,225,788
13329,258,257,222,400
13339,240,240,219,635
13348,257,253,253,651
13358,277,272,295,364
13368,330,321,380,831
13378,418,401,511,353
13387,555,517,691,694
13397,720,663,910,409
13407,895,817,917,268
13417,909,910,917,558
13426,912,910,916,59
13436,912,911,920,527
13446,910,910,918,115
13456,912,913,921,265
13466,909,913,917,381
13475,911,910,916,12
13485,911,912,920,539
13495,907,908,914,116
13505,911,910,911,401
13514,909,910,917,294
13524,910,906,911,139
13534,911,912,914,580
13544,916,912,914,102
13553,915,913,914,568
13563,913,915,904,252
13573,909,913,886,297
13583,906,907,835,577
13592,914,912,820,158
13602,912,912,782,661
13612,912,911,711,262
13622,915,912,622,504
13632,913,913,547,495
13641,911,911,460,216
13651,906,910,381,723
13661,849,908,313,237
13671,702,798,269,641
13680,593,685,263,399
13690,494,569,247,372
13700,425,488,256,731
13710,369,420,263,297
13719,330,367,279,750
13729,313,334,307,408
13739,331,338,355,572
13749,359,352,394,687
13758,392,371,425,339
13768,436,414,463,816
13778,457,423,463,381
13788,491,454,473,683
13798,492,454,444,537
13807,493,454,421,382
13817,481,442,387,802
13827,451,417,337,318
13837,403,374,279,711
13846,377,352,244,457
13856,353,334,214,506
13866,319,304,170,707
13876,272,269,126,320
13885,238,252,95,792
13895,197,222,62,390
13905,152,186,45,627
13915,131,176,44,625
13925,114,160,41,364
13934,97,147,36,827
13967,135,162,201,803
13977,160,170,202,355
13987,167,161,153,703
13997,184,168,123,462
14007,181,153,75,428
14016,227,180,90,733
14026,250,195,82,262
14036,270,202,68,690
14046,266,188,58,343
14055,254,169,51,633
14065,260,176,57,915
14075,261,175,62,737
14085,274,191,83,914
14094,282,207,104,274
14104,290,218,123,546
14114,287,216,134,409
14124,264,206,131,276
14133,280,228,165,695
14143,278,229,175,223
14153,276,230,184,636
14163,278,237,203,331
14173,286,248,216,412
14182,289,249,217,580
14192,302,266,235,194
14202,307,274,234,670
14212,303,273,231,274
14221,298,270,221,527
14231,292,265,218,477
14241,273,249,199,223
14251,276,256,210,725
14260,284,270,212,230
14270,307,297,233,639
14280,317,314,235,395
14290,323,323,232,402
14300,320,318,226,697
14309,319,321,242,255
14319,331,338,289,745
14329,394,403,401,351
14339,497,507,553,497
14348,629,648,764,526
14358,793,814,916,150
14368,914,913,919,586
14378,913,907,919,58
14387,911,911,919,407
14397,914,914,920,216
14407,912,912,917,77
14417,911,913,919,484
14426,908,909,913,22
14436,912,911,916,493
14446,911,911,915,148
14456,909,912,917,284
14466,911,913,917,475
14475,910,912,912,102
14485,908,908,909,618
14495,912,911,912,203
14505,911,908,909,508
14514,907,909,905,453
14524,902,904,892,256
14534,911,911,898,764
14544,911,914,845,266
14553,912,911,774,705
14563,911,913,699,444
14573,911,910,616,444
14583,912,910,533,770
14592,915,915,450,337
14602,912,909,365,811
14612,789,910,307,457
14622,650,914,263,656
14632,517,906,229,721
14641,403,878,210,429
14651,365,780,248,915
14661,348,698,284,514
14671,337,619,308,835
14680,347,556,349,727
14690,363,508,379,657
14700,386,476,412,921
14710,401,447,436,625
14719,447,455,483,916
14729,483,466,509,815
14739,522,485,526,855
14749,553,501,530,923
14758,555,492,499,766
14768,558,488,469,920
14778,519,456,410,891
14788,495,436,363,919
14798,441,390,296,920
14807,402,359,251,890
14817,367,326,205,922
14827,333,293,163,921
14837,294,263,116,909
14846,258,227,76,921
14856,243,209,59,922
14866,214,176,43,922
14876,184,144,37,920
14885,171,131,36,923
14895,167,117,33,921
14905,163,110,33,924
14915,162,104,30,923
14925,163,99,31,923
14934,161,94,28,924
14964,176,110,70,922
14974,183,123,94,921
14984,212,152,114,921
14994,241,191,132,923
15004,289,238,159,921
15013,295,254,152,925
15023,305,266,153,923
15033,302,267,146,925
15043,290,263,142,923
15052,285,261,147,924
15062,276,263,147,920
15072,280,268,162,920
15082,274,266,165,922
15092,282,280,185,926
15101,288,287,193,923
15111,289,293,204,925
15121,280,284,201,924
15131,281,292,210,923
15140,300,305,226,924
15150,301,316,235,925
15160,295,312,228,921
15170,306,326,237,924
15179,322,336,245,926
15189,319,337,234,925
15199,311,329,221,922
15209,299,317,211,922
15218,290,302,203,925
15228,257,270,180,922
15238,275,284,207,921
15248,299,309,239,922
15258,327,341,278,924
15267,392,410,366,924
15277,459,489,469,921
15287,565,615,633,924
15297,704,779,845,924
15306,879,912,921,924
15316,914,912,915,926
15326,909,907,914,927
15336,911,909,914,925
15345,905,906,914,921
15355,912,909,918,925
15365,910,908,912,922
15375,912,909,916,927
15384,908,909,916,922
15394,914,912,910,923
15404,911,909,910,925
15414,909,912,910,926
15424,909,911,912,924
15433,910,911,914,924
15443,912,910,896,926
15453,908,910,882,926
15463,909,908,842,922
15472,908,908,797,924
15482,913,911,735,921
15492,911,909,659,923
15502,914,911,574,925
15511,907,912,471,922
15521,814,911,372,924
15531,639,910,292,922
15541,486,906,219,922
15550,351,911,161,922
15560,244,909,120,927
15570,165,867,102,927
15580,105,706,96,923
15590,125,616,157,923
15599,155,537,202,926
15609,179,463,240,922
15619,214,405,276,924
15629,268,385,338,927
15638,340,391,399,921
15648,406,409,452,924
15658,453,425,483,923
15668,516,463,522,924
15677,548,484,522,923
15687,568,499,514,924
15697,565,504,490,923
15707,546,491,447,919
15717,518,477,406,921
15726,496,459,367,917
15736,481,456,339,922
15746,442,425,289,924
15756,400,382,227,926
15765,336,320,157,921
15775,293,278,116,924
15785,253,229,71,926
15795,200,171,44,920
15804,167,126,38,924
15814,143,94,33,923
15824,129,74,29,923
15834,106,41,28,926
15843,105,33,27,922
15853,104,30,24,926
15863,105,26,26,920
15873,121,42,27,924
15883,137,58,26,923
15892,157,79,27,922
15902,175,99,31,922
15912,196,133,36,924
15922,204,142,37,919
15931,212,161,44,924
15962,227,195,288,919
15972,288,256,350,922
15982,317,291,339,924
15992,340,310,303,875
16002,336,307,257,920
16011,320,295,212,742
16021,307,283,183,845
16031,286,264,148,901
16041,259,240,121,604
16050,270,251,133,922
16060,272,255,138,602
16070,262,243,131,867
16080,260,247,137,716
16090,262,245,146,631
16099,266,251,156,917
16109,269,254,167,507
16119,262,248,170,887
16129,265,252,180,592
16138,263,250,183,699
16148,255,245,183,845
16158,268,253,205,480
16168,277,260,212,917
16177,274,258,218,558
16187,293,282,257,798
16197,333,335,317,729
16207,395,417,421,516
16217,496,542,574,912
16226,666,744,811,367
16236,849,912,917,698
16246,914,914,918,350
16256,913,913,916,319
16265,915,914,919,570
16275,910,912,918,101
16285,905,909,914,580
16295,914,914,919,171
16304,911,911,918,385
16314,914,913,920,390
16324,911,912,918,120
16334,915,913,914,613
16343,912,910,913,137
16353,913,911,920,494
16363,913,913,917,312
16373,911,913,914,255
16383,911,909,905,595
16392,907,910,912,146
16402,909,911,895,616
16412,909,913,858,283
16422,913,912,802,399
16431,911,914,750,547
16441,912,911,670,175
16451,912,910,585,683
16461,910,909,508,239
16470,913,914,458,548
16480,869,911,396,440
16490,716,913,330,262
16500,587,912,284,681
16509,469,911,237,224
16519,361,912,202,627
16529,278,904,184,324
16539,240,909,199,375
16549,226,912,226,611
16559,236,836,258,227
16569,259,739,295,655
16579,295,666,337,343
16589,345,618,382,414
16598,375,562,399,651
16608,420,535,435,232
16618,464,517,457,725
16628,488,502,462,330
16637,496,471,444,575
16647,506,455,432,541
16657,508,439,412,307
16667,490,410,367,758
16676,457,367,318,296
16686,414,325,267,672
16696,382,292,231,454
16706,361,274,202,425
16716,334,249,174,738
16725,304,222,136,286
16735,282,203,104,774
16745,249,167,69,405
16755,214,127,50,557
16764,195,100,44,643
16774,169,72,37,339
16784,140,39,34,811
16794,123,15,28,392
16803,115,4,27,676
16813,121,6,30,549
16823,127,7,32,404
16833,131,14,26,800
16842,150,34,31,329
16852,166,50,31,746
16862,191,80,40,436
16872,212,106,46,485
16882,241,141,57,669
16891,239,147,66,260
16901,277,192,116,867
16911,301,223,149,649
16921,297,229,158,913
16930,310,248,196,847
16959,357,314,448,203
16968,364,327,441,665
16978,350,318,382,292
16988,330,300,311,454
16998,303,277,246,557
17008,295,269,209,193
17017,280,253,165,715
17027,269,235,134,254
17037,259,223,111,563
17047,253,216,101,440
17056,265,222,108,285
17066,254,209,96,693
17076,263,216,116,256
17086,269,219,128,653
17095,275,218,137,364
17105,282,219,153,431
17115,284,218,171,664
17125,299,231,190,258
17134,294,224,189,751
17144,312,244,223,366
17154,326,265,263,604
17164,323,283,288,580
17174,453,435,465,312
17183,594,605,641,763
17193,758,812,862,222
17203,912,915,921,539
17213,910,911,918,222
17222,915,910,918,149
17232,914,914,917,461
17242,911,909,915,0
17252,913,912,920,456
17261,912,911,917,74
17271,914,913,921,256
17281,913,912,917,364
17291,913,911,915,16
17300,912,910,918,526
17310,908,907,915,58
17320,911,911,914,409
17330,911,913,912,306
17340,909,912,910,157
17349,908,910,910,588
17359,910,906,898,111
17369,908,905,876,568
17379,908,912,845,256
17388,907,910,800,329
17398,910,911,736,562
17408,907,910,683,156
17418,911,915,608,658
17427,912,908,508,259
17437,912,910,430,492
17447,784,908,346,468
17457,621,914,275,225
17467,484,911,221,698
17476,394,910,206,238
17486,317,910,180,607
17496,262,915,169,379
17506,229,914,177,352
17515,219,915,195,656
17525,221,912,223,208
17535,238,911,258,693
17545,302,859,335,323
17555,362,781,381,395
17565,411,715,421,693
17575,447,649,445,251
17585,482,600,463,729
17594,512,564,476,366
17604,509,503,447,562
17614,523,471,444,623
17624,515,430,412,309
17633,490,373,366,806
17643,453,315,318,362
17653,439,285,296,717
17663,423,263,267,519
17673,392,222,217,427
17682,354,182,165,796
17692,309,138,114,331
17702,261,90,65,794
17712,219,48,47,496
17721,179,10,37,563
17731,158,0,36,750
17741,134,0,31,370
17751,116,0,28,873
17760,112,0,29,461
17770,119,0,26,712
17780,127,0,29,631
17790,120,0,26,419
17800,143,0,28,891
17809,168,0,33,369
17819,193,1,36,767
17829,209,30,45,512
17839,226,57,48,488
17848,243,88,56,755
17858,245,118,66,304
17868,249,120,83,873
17878,255,138,115,686
17887,263,157,143,914
17897,268,176,171,913
17907,326,242,235,305
17917,348,275,256,732
17926,359,287,265,263
18961,336,290,689,383
18970,336,293,630,512
18980,307,270,483,570
18990,287,250,356,275
19000,283,240,252,770
19009,267,230,158,324
19019,260,221,86,673
19029,252,215,53,528
19039,269,239,60,422
19049,307,288,88,792
19058,379,387,193,301
19068,484,517,322,730
19078,624,706,507,337
19088,779,911,719,380
19097,911,911,917,477
19107,912,912,918,51
19117,912,912,919,529
19127,914,912,919,70
19136,912,914,919,345
19146,912,911,917,287
19156,902,905,907,48
19166,912,912,917,523
19175,912,913,919,55
19185,913,912,915,463
19195,914,914,918,214
19205,915,913,916,223
19215,914,914,908,512
19224,912,912,899,81
19234,914,912,862,576
19244,911,914,830,191
19254,912,915,767,413
19263,912,911,690,451
19273,915,913,606,158
19283,911,912,514,645
19293,912,912,437,184
19302,842,911,358,552
19312,681,913,286,388
19322,535,912,224,260
19332,406,913,178,626
19342,307,911,140,199
19351,210,907,100,631
19361,173,913,108,331
19371,143,913,114,430
19381,134,870,132,570
19390,163,738,183,221
19400,198,617,226,749
19410,252,533,286,324
19420,324,483,359,592
19429,412,471,428,546
19439,468,452,463,352
19449,505,437,476,787
19459,540,433,497,312
19468,553,425,494,714
19478,557,419,479,460
19488,536,398,453,463
19498,531,390,435,738
19508,515,375,402,310
19517,481,347,361,773
19527,438,310,314,418
19537,397,271,268,588
19547,373,253,238,616
19557,335,211,198,338
19567,306,176,162,817
19577,283,144,134,425
19587,249,105,97,646
19596,225,71,75,637
19606,212,49,65,416
19616,191,25,53,860
19626,170,0,47,384
19635,163,0,45,756
19645,175,0,53,540
19655,194,9,69,499
19665,214,24,77,803
19675,231,41,91,348
19684,239,53,99,820
19694,231,53,91,430
19704,218,44,88,544
19714,209,43,93,664
19723,212,53,104,531
19733,200,46,101,920
19743,211,71,131,843
19753,220,85,142,774
19762,256,130,179,507
19772,257,138,179,295
19782,269,160,196,721
19792,286,186,214,260
19801,291,199,219,683
19811,298,213,226,361
19821,316,238,242,421
19831,333,259,256,623
19841,338,263,257,223
19850,332,269,256,707
19860,321,257,240,275
19870,328,264,257,517
19880,331,266,263,520
19889,352,283,279,253
19899,359,284,275,749
19909,354,278,265,252
19919,347,272,253,638
19928,323,244,228,398
23241,432,260,918,394
23251,397,218,655,742
23260,358,176,288,455
23270,299,108,43,542
23280,266,64,18,755
23290,235,28,10,366
23300,204,0,9,839
23309,179,0,6,463
23319,164,0,3,670
23329,184,0,5,679
23339,194,0,8,393
23348,181,0,6,848
23358,220,0,8,404
23368,216,0,5,745
23378,211,0,7,537
23387,198,0,7,493
23397,206,0,6,769
23407,213,0,8,318
23417,209,0,8,745
23426,218,8,8,529
23436,205,12,7,858
23446,214,40,0,920
23456,218,67,8,673
23466,240,108,6,801
23475,278,158,12,274
23485,287,179,11,587
23495,307,213,12,461
23505,310,225,13,318
23514,305,234,15,705
23524,322,264,19,249
23534,324,268,22,639
23544,332,281,29,350
23553,325,278,31,399
23563,317,272,39,601
23573,324,279,66,220
23583,297,252,91,694
23592,333,283,173,303
23602,353,300,222,516
23612,357,298,247,507
23622,337,273,255,273
23632,305,241,250,716
23642,291,218,262,330
23652,259,181,257,571
23662,254,175,270,558
23672,274,194,297,347
23681,291,222,316,791
23691,337,286,358,337
23701,398,383,419,689
23711,519,553,537,407
23720,660,763,666,362
23730,817,912,824,593
23740,909,910,913,71
23750,909,908,908,522
23759,912,907,906,112
23769,908,906,912,276
23779,896,900,900,346
23789,910,909,915,43
23799,910,907,910,524
23808,911,913,913,69
23818,911,913,918,426
23828,911,911,910,258
23838,912,911,912,163
23847,912,911,912,543
23857,911,918,893,105
23867,913,910,845,527
23877,912,914,807,216
23886,914,914,740,311
23896,912,911,671,495
23906,907,909,578,120
23916,912,911,501,619
23925,914,911,434,195
23935,910,911,346,484
23945,878,914,282,413
23955,707,912,224,192
23965,553,911,173,644
23974,422,911,142,194
23984,312,910,110,585
23994,243,911,114,320
24004,187,912,112,336
24013,149,901,112,626
24023,144,910,144,194
24033,163,898,181,652
24043,206,771,229,317
24052,254,669,272,508
24062,325,607,331,551
24072,392,561,389,283
24082,454,535,429,759
24092,525,533,468,326
24101,534,490,458,667
24111,555,478,466,493
24121,558,453,454,395
24131,545,430,433,776
24140,515,388,399,319
24150,488,353,376,741
24160,492,353,374,446
24170,456,317,332,538
24179,422,276,294,676
24189,379,231,260,333
24199,343,189,223,830
24209,319,160,210,412
