44260,2975,824,1802,2533
44280,3399,737,1791,4095
44300,3656,953,1843,3695
44320,3768,1367,1941,487
44340,3731,1863,2042,537
44360,3544,2275,2106,2015
44380,3255,2519,2087,4095
44400,2877,2583,1978,3251
44420,2507,2457,1867,634
44440,2147,2189,1720,653
44460,1879,1883,1567,2637
44480,1741,1655,1433,4095
44500,1861,1661,1357,3469
44520,2379,2021,1369,891
44540,3237,2841,1449,839
44560,4095,3989,1448,2235
44580,4095,4095,1400,4095
44600,4095,4095,1343,4095
44620,3548,4095,1303,345
44640,2028,2699,1169,263
44660,1519,1112,967,2568
44680,1341,0,825,4095
44700,1339,0,779,3535
44720,1400,0,815,1097
44740,1139,0,910,872
44760,1022,0,1007,2887
44780,1369,0,1000,4095
44800,2069,0,953,3675
44820,2739,0,876,1323
44840,3091,0,745,1161
44860,2937,25,589,2425
44880,2414,111,483,4095
44900,1959,0,605,3299
44920,1835,0,1051,327
44940,1977,0,1831,91
44960,2251,243,2620,1461
44980,2302,741,3059,3039
45000,2087,1190,3001,2267
45020,1755,1581,2687,0
45040,1607,1847,2349,31
45060,1641,2039,2085,1917
45080,1791,2327,1893,4095
45100,1871,2535,1705,2687
45120,1558,2493,1479,303
45140,640,2219,1241,202
49086,1497,1646,1827,395
49106,3080,1881,1837,370
49126,4095,1951,1749,1939
49146,4095,1961,1645,4095
49166,4095,2197,1759,3155
49186,2843,2795,2173,110
49206,1397,3656,2776,0
49226,301,4095,3323,436
49246,0,4095,3603,2332
49266,43,4095,3555,2401
49286,1427,3881,3359,58
49306,3192,3273,3119,0
49326,4095,2841,2870,1431
49346,4095,2423,2579,4095
49366,4095,1975,2265,3684
49386,4095,1513,1957,906
49406,2856,1078,1720,840
49426,670,792,1597,2937
49446,0,743,1612,4095
49466,0,959,1767,3839
49486,0,1363,1991,905
49506,0,1845,2206,391
49526,1085,2220,2361,1897
49546,3081,2423,2439,4061
49566,4095,2449,2424,3342
49586,4095,2325,2333,653
49606,4095,2059,2193,327
49626,4095,1685,1979,2203
49646,4095,1243,1767,4095
49666,3212,853,1623,3764
49686,1432,569,1532,1133
49706,87,380,1480,859
49726,0,347,1459,2681
49746,0,463,1456,4095
49766,1033,718,1479,3315
49786,2231,1081,1476,1885
49806,3224,1493,1471,995
49826,3958,1747,1489,1719
49846,4021,1828,1443,4095
49866,3177,1705,1367,3257
49886,1637,1477,1357,439
49906,91,1251,1372,237
49926,0,1063,1403,2083
49946,0,921,1427,4095
49966,0,871,1459,3256
49986,0,892,1514,667
50006,1076,1031,1515,427
50026,2341,1221,1495,2398
50046,3210,1435,1453,4095
50066,3683,1675,1449,3291
51411,0,1747,1971,4095
51431,0,1587,2009,4095
51451,139,1501,1988,1843
51471,1557,1577,1977,295
51491,2807,1743,1945,1051
51511,3716,1938,1907,3565
51531,4029,2019,1831,4095
51551,3480,1965,1739,3165
51571,1727,1800,1631,0
51591,0,1471,1513,973
51611,0,1109,1381,4095
51631,0,811,1251,4095
51651,0,697,1208,1855
51671,0,803,1257,234
51691,0,1103,1343,1245
51711,139,1495,1407,3767
51731,1529,1831,1433,4039
51751,2488,2030,1453,1683
51771,1984,2058,1471,375
51791,379,1899,1501,1251
51811,0,1629,1516,4089
51831,0,1373,1547,3927
51851,0,1195,1597,1383
51871,0,1235,1689,0
51891,0,1467,1759,695
51911,1019,1819,1811,3219
51931,2868,2280,1845,3475
51951,4095,2719,1865,1123
51971,4095,2941,1890,0
51991,4095,2899,1895,535
52011,3016,2581,1865,2999
52031,774,2135,1863,3391
52051,0,1688,1853,1495
52071,0,1341,1862,22
52091,0,1129,1849,891
52111,0,1102,1810,3567
52131,869,1139,1727,4027
52151,2471,1299,1669,1481
52171,3737,1489,1645,0
52191,4095,1676,1621,1015
52211,4095,1809,1591,3379
52231,2989,1817,1572,3736
52251,1768,1753,1584,1403
52271,841,1597,1573,371
52291,570,1399,1559,2312
52311,1017,1291,1559,3693
52331,1980,1341,1579,3591
52351,3025,1653,1653,1471
52371,3913,2169,1781,0
52391,4095,2687,1911,873
53705,287,2034,2419,591
53726,0,1758,2351,2892
53746,0,1401,2187,4095
53766,0,1215,2068,3259
53786,0,1258,2031,761
53806,0,1450,1993,2463
53826,761,1711,1866,3830
53846,1975,1951,1721,4095
53866,2855,2125,1611,2979
53886,3110,2121,1519,413
53906,2117,1901,1437,884
53926,455,1583,1363,3356
53946,0,1272,1307,4095
53966,0,1106,1366,3063
53986,0,1107,1486,799
54006,0,1288,1605,941
54026,783,1621,1641,3177
54046,2363,2039,1635,4095
54066,3797,2443,1640,2839
54086,4095,2741,1703,165
54106,4095,2877,1805,98
54126,4095,2925,1949,1989
54146,4095,2844,2145,3543
54166,3619,2643,2367,2071
54186,1020,2351,2567,0
54206,0,2024,2703,44
54226,0,1761,2773,1964
54246,0,1590,2787,4095
54266,1174,1609,2749,2605
54286,3219,1771,2701,0
54306,4095,1949,2616,127
54326,4095,2043,2493,2409
54346,4095,1975,2313,4095
54366,4095,1726,2117,2783
54386,4095,1427,1982,358
54406,4095,1163,1907,725
54426,2761,1099,1941,2925
54446,1499,1197,2040,4095
54466,1319,1391,2173,2761
54486,2259,1720,2323,28
54506,3608,2151,2415,251
54526,4095,2533,2419,2335
54546,4095,2767,2340,3783
54566,4095,2827,2249,3340
54586,4095,2670,2119,1366
54606,4095,2303,1983,391
54626,4095,1739,1812,2854
54646,2911,1099,1625,4095
54666,1519,599,1498,3070
54686,549,359,1439,827
55883,0,1947,2309,1022
55903,0,1863,2335,0
55923,686,1880,2265,443
55943,2125,2026,2188,3144
55963,3544,2293,2131,4095
55983,4095,2591,2099,1991
56003,4095,2808,2087,0
56023,4095,2943,2086,453
56043,4095,2911,2073,3089
56063,4095,2750,2055,4095
56083,3054,2488,2066,1869
56103,1203,2195,2086,38
56123,0,1895,2119,787
56143,0,1719,2136,3531
56163,213,1768,2147,4095
56183,1705,2058,2152,2027
56203,3111,2519,2135,58
56223,4095,2995,2087,661
56243,4095,3325,1992,3189
56263,4095,3325,1850,4095
56283,4015,3042,1715,1940
56303,2222,2577,1590,187
56323,431,2021,1519,1129
56343,0,1567,1509,4095
56363,0,1315,1578,4095
56383,0,1316,1711,1913
56403,0,1517,1848,222
56423,1366,1835,1973,733
56443,2775,2333,2041,3439
56463,3977,2900,2083,4095
56483,4095,3453,2075,1869
56503,4095,3770,2060,155
56523,4095,3564,1976,533
56543,3400,2907,1839,3525
56563,1625,2147,1695,4095
56583,23,1564,1663,2390
56603,0,1593,1950,597
56623,0,2440,2565,639
56643,876,4095,3355,2328
56663,3131,4095,4095,2632
56683,4095,4095,4095,927
56703,4095,4095,4095,0
56723,4095,4095,4095,0
56743,4095,4095,4095,2285
56763,4095,4095,4042,3251
56783,4095,4095,3176,1623
56803,4095,4095,2661,59
56823,4095,4095,2349,935
56843,2327,4095,2153,4040
56863,1365,4095,2063,4095
57203,2914,1995,1771,371
57223,2932,1971,1704,1241
57243,2617,1663,1541,4095
57263,1721,1231,1444,4095
57283,554,824,1429,1849
57303,0,499,1466,1170
57323,0,277,1511,3175
57343,0,231,1555,4095
57363,0,320,1560,3995
57383,0,580,1583,1513
57403,1005,1099,1641,23
57423,2213,1862,1707,824
57443,3053,2671,1736,3420
57463,3565,3247,1723,3999
57483,3593,3384,1691,1131
57503,3148,2970,1619,0
57523,2056,2211,1489,1034
57543,861,1223,1366,4095
57563,125,543,1306,4095
57583,87,473,1508,1835
57603,907,1172,2055,0
57623,2677,2591,2792,267
57643,4095,4095,3467,1656
57663,4095,4095,3927,1992
57683,4095,4092,3960,109
57703,4095,4085,3719,0
57723,4095,4095,3323,59
57743,4095,4095,2873,2661
57763,4095,4095,2492,3483
57783,4095,3252,2191,1555
57803,4095,1779,1992,145
57823,3695,617,1849,1725
57843,2211,0,1737,4095
57863,1357,3,1688,4095
57883,1008,0,1715,2297
57903,1119,35,1816,661
57923,1639,791,1951,1525
57943,2231,1659,2088,3960
57963,2709,2381,2152,4044
57983,2990,2742,2137,1181
58003,2893,2709,2063,0
58023,2301,2395,1957,943
58043,1619,1880,1823,4095
58063,1013,1311,1705,4053
58083,607,839,1625,1708
58103,453,505,1564,453
58123,580,310,1487,1611
58143,934,307,1445,4095
58163,1527,543,1429,4078
58183,2087,889,1451,1509
62019,137,1853,1895,523
62039,0,1177,1838,1870
62059,0,611,1724,4095
62079,0,391,1654,4024
62099,0,499,1622,1724
62119,1657,825,1597,2810
62139,3405,1237,1582,2021
62159,4095,1621,1549,4095
62179,4095,1935,1501,3707
62199,4095,2077,1500,799
62219,4095,2005,1495,263
62239,3031,1705,1515,1519
62259,941,1310,1541,4095
62279,0,933,1567,3867
62299,0,717,1619,1115
62319,0,619,1651,403
62339,0,683,1653,2074
62359,523,843,1636,4095
62379,1995,1084,1597,3941
62399,3199,1367,1581,983
62419,3994,1673,1573,0
62439,4060,1875,1548,1288
62459,3135,1959,1545,3561
62479,1715,1948,1581,3358
62499,453,1823,1653,563
62519,0,1713,1746,18
62539,301,1695,1820,1273
62559,1591,1815,1837,4095
62579,2878,2013,1823,3207
62599,3811,2229,1789,569
62619,4095,2309,1757,0
62639,4023,2294,1716,1351
62659,3199,2045,1671,3940
62679,1553,1687,1643,3557
62699,0,1334,1647,663
62719,0,1059,1676,184
62739,0,939,1689,1674
62759,0,989,1709,4095
62779,1259,1173,1721,3831
62799,2800,1433,1733,556
62819,4095,1723,1738,0
62839,4095,2001,1741,1468
62859,4095,2135,1737,4095
62879,4095,2107,1735,3305
62899,4095,1912,1728,415
62919,3496,1587,1735,717
62939,1881,1255,1759,3219
62959,867,1013,1767,4005
62979,697,888,1748,3421
62999,1118,906,1752,660
64642,1165,1141,1833,4095
64663,1886,1260,1783,2783
64683,2374,1383,1684,275
64703,2620,1548,1623,729
64723,2659,1661,1573,3106
64743,2488,1711,1573,4095
64763,2021,1702,1592,2873
